[syn]	d0s	top	d0t
wn30instances:synset-friend-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-friendship-noun-1	dul:Description	wn30instances:synset-relationship-noun-3	dul:SocialRelation
wn30instances:synset-frieze-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-fringe-noun-4	dul:Collection	wn30instances:synset-social_group-noun-1	dul:Collective
wn30instances:synset-frivolity-noun-1	d0:Characteristic	wn30instances:synset-trait-noun-1	dul:Quality
wn30instances:synset-frizz-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-frontier-noun-3	d0:Topic	wn30instances:synset-discipline-noun-1	ontopic:Topic
wn30instances:synset-fruitfulness-noun-1	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-fruition-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-fruitlessness-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-frustration-noun-2	dul:Situation	wn30instances:synset-hindrance-noun-3	dul:Situation
wn30instances:synset-frustum-noun-1	d0:Location	wn30instances:synset-solid-noun-3	dul:SpaceRegion
wn30instances:synset-fuel_oil-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-fueling-noun-1	d0:Activity	wn30instances:synset-provision-noun-2	dul:Action
wn30instances:synset-fugitive-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-fugue-noun-2	dul:Situation	wn30instances:synset-psychological_state-noun-1	dul:Situation
wn30instances:synset-fullness-noun-2	d0:Characteristic	wn30instances:synset-property-noun-2	dul:Quality
wn30instances:synset-fun-noun-3	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-function-noun-1	dul:Description	wn30instances:synset-mathematical_relation-noun-1	dul:Relation
wn30instances:synset-functional_disorder-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-fundamental_quantity-noun-1	dul:Amount	wn30instances:synset-measure-noun-2	dul:Amount
wn30instances:synset-fungible-noun-1	dul:PhysicalObject	wn30instances:synset-commodity-noun-1	dul:DesignedArtifact
wn30instances:synset-fungus-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-furcation-noun-1	d0:Characteristic	wn30instances:synset-angular_shape-noun-1	dul:PhysicalAttribute
wn30instances:synset-furnishing-noun-2	dul:PhysicalObject	wn30instances:synset-instrumentality-noun-3	dul:DesignedArtifact
wn30instances:synset-fusion-noun-1	d0:Event	wn30instances:synset-union-noun-9	dul:Event
wn30instances:synset-fustian-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-future-noun-1	dul:TimeInterval	wn30instances:synset-time-noun-5	dul:TimeInterval
wn30instances:synset-future-noun-3	dul:PhysicalObject	wn30instances:synset-commodity-noun-1	dul:DesignedArtifact
wn30instances:synset-futurology-noun-1	d0:Topic	wn30instances:synset-discipline-noun-1	ontopic:Topic
wn30instances:synset-gabardine-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-gainer-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-gainer-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-galactagogue-noun-1	dul:PhysicalObject	wn30instances:synset-agent-noun-3	dul:FunctionalSubstance
wn30instances:synset-galanty_show-noun-1	d0:Activity	wn30instances:synset-show-noun-3	dul:Action
wn30instances:synset-gambler-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-game-noun-1	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-game-noun-5	dul:PhysicalObject	wn30instances:synset-part-noun-9	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-gametocyte-noun-1	dul:PhysicalObject	wn30instances:synset-cell-noun-2	dul:BiologicalObject
wn30instances:synset-gap-noun-3	d0:Location	wn30instances:synset-opening-noun-10	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-garden-noun-2	dul:Collection	wn30instances:synset-vegetation-noun-1	coll:AgentCollection
wn30instances:synset-gargle-noun-2	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-gargoyle-noun-2	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-garnish-noun-1	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-garnish-noun-2	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-gas-noun-2	dul:PhysicalObject	wn30instances:synset-fluid-noun-2	dul:Substance
wn30instances:synset-gaseousness-noun-1	d0:Characteristic	wn30instances:synset-consistency-noun-1	dul:Quality
wn30instances:synset-gaskin-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-gasohol-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-gasoline-noun-1	dul:PhysicalObject	wn30instances:synset-fuel-noun-1	dul:FunctionalSubstance
wn30instances:synset-gasworks-noun-1	d0:Location	wn30instances:synset-workplace-noun-1	dul:Place
wn30instances:synset-gatekeeper-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-gatherer-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-gemmule-noun-1	dul:Description	wn30instances:synset-hypothesis-noun-2	dul:Theory
wn30instances:synset-gender_role-noun-1	dul:Role	wn30instances:synset-role-noun-4	dul:Role
wn30instances:synset-genealogy-noun-1	dul:Collection	wn30instances:synset-kin-noun-2	coll:GeneticCollection
wn30instances:synset-genealogy-noun-2	d0:Topic	wn30instances:synset-discipline-noun-1	ontopic:Topic
wn30instances:synset-general-noun-3	dul:Situation	wn30instances:synset-fact-noun-1	dul:Situation
wn30instances:synset-generality-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-generally_accepted_accounting_principles-noun-1	dul:Collection	wn30instances:synset-collection-noun-1	dul:Collection
wn30instances:synset-generation-noun-3	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-generation-noun-4	d0:Event	wn30instances:synset-phase-noun-1	dul:EventType
wn30instances:synset-generation_X-noun-1	dul:Collection	wn30instances:synset-generation-noun-2	coll:GeneticCollection
wn30instances:synset-generic_drug-noun-1	dul:PhysicalObject	wn30instances:synset-drug-noun-1	dul:FunctionalSubstance
wn30instances:synset-genital_personality-noun-1	d0:Characteristic	wn30instances:synset-personality-noun-1	dul:Quality
wn30instances:synset-genital_stage-noun-1	d0:Event	wn30instances:synset-phase-noun-1	dul:EventType
wn30instances:synset-genius_loci-noun-1	dul:Situation	wn30instances:synset-atmosphere-noun-1	dul:Situation
wn30instances:synset-genotype-noun-1	dul:Organism	wn30instances:synset-biological_group-noun-1	coll:Taxon
wn30instances:synset-genotype-noun-2	d0:Characteristic	wn30instances:synset-constitution-noun-4	dul:Quality
wn30instances:synset-gentile-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-genus-noun-2	dul:Organism	wn30instances:synset-taxonomic_group-noun-1	coll:Taxon
wn30instances:synset-geological_process-noun-1	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-geological_time-noun-1	dul:TimeInterval	wn30instances:synset-time-noun-5	dul:TimeInterval
wn30instances:synset-georgette-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-germ_plasm-noun-1	dul:PhysicalObject	wn30instances:synset-protoplasm-noun-1	dul:FunctionalSubstance
wn30instances:synset-germ_tube-noun-1	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-germanium-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-gerontocracy-noun-1	d0:System	wn30instances:synset-political_system-noun-1	dul:System
wn30instances:synset-gestalt-noun-1	dul:Description	wn30instances:synset-form-noun-3	dul:Pattern
wn30instances:synset-gesture-noun-2	dul:InformationEntity	wn30instances:synset-visual_communication-noun-1	dul:InformationRealization
wn30instances:synset-gesture-noun-3	dul:InformationEntity	wn30instances:synset-indication-noun-1	dul:InformationRealization
wn30instances:synset-giant-noun-3	dul:Organization	wn30instances:synset-enterprise-noun-2	dul:Organization
wn30instances:synset-giant-noun-6	dul:Personification	wn30instances:synset-imaginary_being-noun-1	dul:Personification
wn30instances:synset-gift-noun-1	d0:Activity	wn30instances:synset-acquisition-noun-2	dul:Action
wn30instances:synset-gingerol-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_irritant-noun-1	dul:FunctionalSubstance
wn30instances:synset-gingham-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-glaciation-noun-1	dul:Situation	wn30instances:synset-environmental_condition-noun-1	dul:Situation
wn30instances:synset-glandular_disease-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-glass-noun-1	dul:PhysicalObject	wn30instances:synset-solid-noun-1	dul:FunctionalSubstance
wn30instances:synset-glassworks-noun-1	d0:Location	wn30instances:synset-workplace-noun-1	dul:Place
wn30instances:synset-gleam-noun-2	d0:Event	wn30instances:synset-flash-noun-1	dul:Event
wn30instances:synset-glimpse-noun-3	dul:InformationEntity	wn30instances:synset-indication-noun-1	dul:InformationRealization
wn30instances:synset-glitter-noun-2	d0:Event	wn30instances:synset-flash-noun-1	dul:Event
wn30instances:synset-globalization-noun-1	dul:Process	wn30instances:synset-economic_process-noun-1	dul:Process
wn30instances:synset-gloom-noun-3	dul:Situation	wn30instances:synset-atmosphere-noun-1	dul:Situation
wn30instances:synset-gloominess-noun-3	d0:Characteristic	wn30instances:synset-uncheerfulness-noun-2	dul:Quality
wn30instances:synset-glop-noun-1	dul:PhysicalObject	wn30instances:synset-matter-noun-3	dul:Substance
wn30instances:synset-glow-noun-4	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-glyceryl-noun-1	dul:Collection	wn30instances:synset-group-noun-2	dul:Collection
wn30instances:synset-goalkeeper-noun-2	dul:Person	wn30instances:synset-position-noun-9	dul:Person
wn30instances:synset-goitrogen-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-golden_calf-noun-1	dul:Personification	wn30instances:synset-idol-noun-1	dul:Personification
wn30instances:synset-goldfield-noun-1	d0:Location	wn30instances:synset-district-noun-1	dul:Place
wn30instances:synset-goldfish_bowl-noun-1	dul:Situation	wn30instances:synset-situation-noun-1	dul:Situation
wn30instances:synset-good-noun-3	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-good-temperedness-noun-1	d0:Characteristic	wn30instances:synset-cheerfulness-noun-1	dul:Quality
wn30instances:synset-good_fortune-noun-1	dul:Situation	wn30instances:synset-fortune-noun-4	dul:Situation
wn30instances:synset-good_guy-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-good_health-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-good_luck-noun-2	d0:Event	wn30instances:synset-luck-noun-3	dul:EventType
wn30instances:synset-good_person-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-good_time-noun-1	d0:Event	wn30instances:synset-experience-noun-3	dul:EventType
wn30instances:synset-good_weather-noun-1	dul:Situation	wn30instances:synset-weather-noun-1	dul:Situation
wn30instances:synset-gooseneck-noun-1	d0:Characteristic	wn30instances:synset-curve-noun-1	dul:Quality
wn30instances:synset-governed-noun-1	dul:Collection	wn30instances:synset-citizenry-noun-1	dul:Collective
wn30instances:synset-grab_bag-noun-1	dul:Collection	wn30instances:synset-assortment-noun-1	dul:Collection
wn30instances:synset-grab_sample-noun-1	dul:PhysicalObject	wn30instances:synset-sample-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-gradable_opposition-noun-1	dul:Description	wn30instances:synset-opposition-noun-2	dul:Relation
wn30instances:synset-gradient-noun-1	dul:Description	wn30instances:synset-change-noun-2	dul:Relation
wn30instances:synset-gradient-noun-2	dul:Description	wn30instances:synset-position-noun-7	dul:Relation
wn30instances:synset-graffito-noun-1	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-grammatical_category-noun-1	dul:Organism	wn30instances:synset-class-noun-1	coll:Taxon
wn30instances:synset-grammatical_relation-noun-1	dul:Description	wn30instances:synset-linguistic_relation-noun-1	dul:Relation
wn30instances:synset-grand_duchy-noun-1	d0:Location	wn30instances:synset-domain-noun-2	dul:Place
wn30instances:synset-grant-noun-3	dul:Description	wn30instances:synset-transferred_property-noun-1	dul:Right
wn30instances:synset-grant-noun-8	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-granter-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-graph-noun-1	dul:InformationEntity	wn30instances:synset-visual_communication-noun-1	dul:InformationRealization
wn30instances:synset-graphic_design-noun-1	dul:InformationEntity	wn30instances:synset-visual_communication-noun-1	dul:InformationRealization
wn30instances:synset-graphology-noun-1	d0:Topic	wn30instances:synset-discipline-noun-1	ontopic:Topic
wn30instances:synset-grass_roots-noun-1	dul:Description	wn30instances:synset-foundation-noun-1	dul:Relation
wn30instances:synset-grassfire-noun-1	d0:Event	wn30instances:synset-fire-noun-1	dul:Event
wn30instances:synset-gratitude-noun-1	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-gravity-noun-3	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-great_circle-noun-1	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-great_year-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-greaves-noun-1	dul:PhysicalObject	wn30instances:synset-residue-noun-1	dul:FunctionalSubstance
wn30instances:synset-green-noun-6	d0:Location	wn30instances:synset-site-noun-1	dul:Place
wn30instances:synset-greenbelt-noun-1	dul:PhysicalObject	wn30instances:synset-belt-noun-3	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-greenness-noun-2	dul:Situation	wn30instances:synset-immaturity-noun-1	dul:Situation
wn30instances:synset-greeter-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-grey-noun-4	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-grey_market-noun-1	dul:Situation	wn30instances:synset-market-noun-1	dul:Situation
wn30instances:synset-grid-noun-1	dul:Description	wn30instances:synset-form-noun-3	dul:Pattern
wn30instances:synset-grinner-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-groaner-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-grocery-noun-2	dul:PhysicalObject	wn30instances:synset-consumer_goods-noun-1	dul:PhysicalObject
wn30instances:synset-grogram-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-groove-noun-3	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-grosgrain-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-ground-noun-10	d0:Location	wn30instances:synset-surface-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-ground-noun-5	d0:Location	wn30instances:synset-military_position-noun-1	dul:Place
wn30instances:synset-ground_state-noun-1	dul:Situation	wn30instances:synset-state-noun-2	dul:Situation
wn30instances:synset-ground_zero-noun-1	d0:Location	wn30instances:synset-target-noun-3	dul:Place
wn30instances:synset-groundcover-noun-1	dul:Collection	wn30instances:synset-vegetation-noun-1	coll:AgentCollection
wn30instances:synset-group-noun-3	dul:Abstract	wn30instances:synset-set-noun-2	dul:Set
wn30instances:synset-grouping-noun-2	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-growth-noun-4	dul:Collection	wn30instances:synset-vegetation-noun-1	coll:AgentCollection
wn30instances:synset-grunter-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-guard-noun-10	dul:Person	wn30instances:synset-position-noun-9	dul:Person
wn30instances:synset-guesser-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-guidance-noun-1	d0:Topic	wn30instances:synset-message-noun-2	ontopic:Topic
wn30instances:synset-guide-noun-6	dul:PhysicalObject	wn30instances:synset-structure-noun-1	dul:DesignedArtifact
wn30instances:synset-guidepost-noun-1	dul:Description	wn30instances:synset-rule-noun-1	dul:Norm
wn30instances:synset-guilt_by_association-noun-1	dul:Situation	wn30instances:synset-guilt-noun-1	dul:Situation
wn30instances:synset-gulf-noun-1	d0:Location	wn30instances:synset-body_of_water-noun-1	dul:PhysicalPlace
wn30instances:synset-gummite-noun-1	dul:PhysicalObject	wn30instances:synset-mixture-noun-1	dul:FunctionalSubstance
wn30instances:synset-gun_muzzle-noun-1	d0:Location	wn30instances:synset-opening-noun-10	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPlace>
wn30instances:synset-gunite-noun-1	dul:PhysicalObject	wn30instances:synset-building_material-noun-1	dul:FunctionalSubstance
wn30instances:synset-gurgle-noun-1	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-gut_issue-noun-1	d0:Topic	wn30instances:synset-issue-noun-1	ontopic:Topic
wn30instances:synset-gynecocracy-noun-1	d0:System	wn30instances:synset-political_system-noun-1	dul:System
wn30instances:synset-gynecomastia-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-gynostegium-noun-1	dul:PhysicalObject	wn30instances:synset-plant_part-noun-1	dul:BiologicalObject
wn30instances:synset-habitude-noun-1	dul:Description	wn30instances:synset-practice-noun-1	dul:Method
wn30instances:synset-hail-noun-2	dul:PhysicalObject	wn30instances:synset-object-noun-1	dul:PhysicalObject
wn30instances:synset-hairball-noun-1	dul:PhysicalObject	wn30instances:synset-tangle-noun-1	dul:PhysicalBody
wn30instances:synset-haircloth-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-half-century-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-half-noun-2	dul:PhysicalObject	wn30instances:synset-part-noun-9	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-half_life-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-hallucination-noun-3	d0:CognitiveEntity	wn30instances:synset-object-noun-4	conc:InternalRepresentation
wn30instances:synset-hallucinosis-noun-1	dul:Situation	wn30instances:synset-psychological_state-noun-1	dul:Situation
wn30instances:synset-halogen-noun-1	dul:Collection	wn30instances:synset-group-noun-1	dul:Collection
wn30instances:synset-hammer-noun-7	dul:PhysicalObject	wn30instances:synset-power_tool-noun-1	dul:DesignedArtifact
wn30instances:synset-hand-noun-4	d0:Characteristic	wn30instances:synset-ability-noun-2	dul:Quality
wn30instances:synset-hand-noun-5	d0:Location	wn30instances:synset-side-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-handicapped_person-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-handiness-noun-1	dul:Situation	wn30instances:synset-skillfulness-noun-1	dul:Situation
wn30instances:synset-hanging-noun-1	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-hanging_wall-noun-1	dul:PhysicalObject	wn30instances:synset-wall-noun-2	dul:PhysicalObject
wn30instances:synset-hangover-noun-1	dul:Situation	wn30instances:synset-discomfort-noun-1	dul:Situation
wn30instances:synset-hap-noun-1	d0:Event	wn30instances:synset-accident-noun-2	dul:EventType
wn30instances:synset-haploid-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-haploidy-noun-1	dul:Situation	wn30instances:synset-condition-noun-3	dul:Situation
wn30instances:synset-haplotype-noun-1	dul:Collection	wn30instances:synset-combination-noun-1	dul:Collection
wn30instances:synset-happiness-noun-2	d0:CognitiveEntity	wn30instances:synset-feeling-noun-1	conc:InternalRepresentation
wn30instances:synset-harbinger-noun-1	dul:InformationEntity	wn30instances:synset-indication-noun-1	dul:InformationRealization
wn30instances:synset-hard_time-noun-1	dul:Situation	wn30instances:synset-difficulty-noun-3	dul:Situation
wn30instances:synset-hardball-noun-1	d0:CognitiveEntity	wn30instances:synset-attitude-noun-1	conc:InternalRepresentation
wn30instances:synset-hardening-noun-2	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-hardness-noun-1	d0:Characteristic	wn30instances:synset-consistency-noun-1	dul:Quality
wn30instances:synset-hardness-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-hardware-noun-2	dul:PhysicalObject	wn30instances:synset-instrumentality-noun-3	dul:DesignedArtifact
wn30instances:synset-harmony-noun-3	dul:Description	wn30instances:synset-order-noun-3	dul:Method
wn30instances:synset-harmony-noun-5	d0:Characteristic	wn30instances:synset-sound_property-noun-1	dul:Quality
wn30instances:synset-harvest-noun-2	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-harvest-noun-3	dul:Collection	wn30instances:synset-gather-noun-2	coll:AgentCollection
wn30instances:synset-hassium-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-hatchery-noun-1	d0:Location	wn30instances:synset-place-noun-2	dul:SpaceRegion
wn30instances:synset-hate_mail-noun-1	dul:Collection	wn30instances:synset-mail-noun-4	dul:Collection
wn30instances:synset-hater-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-haunch-noun-1	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-haunt-noun-1	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-hazard-noun-1	dul:Description	wn30instances:synset-danger-noun-3	dul:Description
wn30instances:synset-hazardousness-noun-1	dul:Situation	wn30instances:synset-danger-noun-1	dul:Situation
wn30instances:synset-head-noun-7	d0:Location	wn30instances:synset-top-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-headwater-noun-1	d0:Location	wn30instances:synset-beginning-noun-4	dul:Place
wn30instances:synset-health-noun-2	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-healthcare_delivery-noun-1	d0:Activity	wn30instances:synset-provision-noun-2	dul:Action
wn30instances:synset-hearth-noun-3	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-heartland-noun-1	d0:Location	wn30instances:synset-region-noun-3	dul:PhysicalPlace
wn30instances:synset-heat-noun-6	dul:Collection	wn30instances:synset-race-noun-2	coll:GeneticCollection
wn30instances:synset-heat_flash-noun-1	d0:Event	wn30instances:synset-flash-noun-1	dul:Event
wn30instances:synset-heave-noun-2	d0:Event	wn30instances:synset-movement-noun-3	dul:Event
wn30instances:synset-heel-noun-6	dul:PhysicalObject	wn30instances:synset-part-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-hegemony-noun-1	d0:System	wn30instances:synset-political_system-noun-1	dul:System
wn30instances:synset-heirloom-noun-1	dul:Description	wn30instances:synset-property-noun-1	dul:Right
wn30instances:synset-heliogram-noun-1	dul:InformationEntity	wn30instances:synset-message-noun-1	dul:InformationRealization
wn30instances:synset-helium-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-helix-noun-1	d0:Characteristic	wn30instances:synset-curve-noun-1	dul:Quality
wn30instances:synset-hell-noun-2	d0:Event	wn30instances:synset-trouble-noun-3	dul:EventType
wn30instances:synset-helplessness-noun-2	d0:Location	wn30instances:synset-dependence-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-hematocolpometra-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-hematocolpos-noun-1	dul:Situation	wn30instances:synset-disorder-noun-1	dul:Situation
wn30instances:synset-hemisphere-noun-1	d0:Location	wn30instances:synset-geographical_area-noun-1	dul:Place
wn30instances:synset-hemline-noun-1	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-hepatomegaly-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-herbarium-noun-1	dul:Collection	wn30instances:synset-collection-noun-1	dul:Collection
wn30instances:synset-herd-noun-1	dul:Collection	wn30instances:synset-animal_group-noun-1	coll:AgentCollection
wn30instances:synset-herd-noun-2	dul:Collection	wn30instances:synset-animal_group-noun-1	coll:AgentCollection
wn30instances:synset-hereditament-noun-1	dul:Description	wn30instances:synset-property-noun-1	dul:Right
wn30instances:synset-heresy-noun-2	dul:InformationEntity	wn30instances:synset-content-noun-5	coll:InformationCollection
wn30instances:synset-heritage-noun-1	dul:Description	wn30instances:synset-practice-noun-5	dul:Method
wn30instances:synset-herringbone-noun-1	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-heterocyclic_compound-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-heteroploid-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-heteroploidy-noun-1	dul:Situation	wn30instances:synset-condition-noun-3	dul:Situation
wn30instances:synset-heterosexual-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-heterotroph-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-heterozygosity-noun-1	dul:Situation	wn30instances:synset-state-noun-2	dul:Situation
wn30instances:synset-heuristic-noun-1	d0:Event	wn30instances:synset-rule-noun-11	dul:EventType
wn30instances:synset-hideout-noun-1	d0:Location	wn30instances:synset-hiding_place-noun-1	dul:Place
wn30instances:synset-hierarchy-noun-2	dul:Organization	wn30instances:synset-organization-noun-1	dul:Organization
wn30instances:synset-high_country-noun-1	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-high_ground-noun-1	dul:Role	wn30instances:synset-status-noun-1	rol:Status
wn30instances:synset-high_horse-noun-1	d0:CognitiveEntity	wn30instances:synset-attitude-noun-1	conc:InternalRepresentation
wn30instances:synset-high_point-noun-1	dul:PhysicalObject	wn30instances:synset-part-noun-9	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-high_profile-noun-1	dul:Role	wn30instances:synset-status-noun-1	rol:Status
