[syn]	d0s	top	d0t
wn30instances:synset-rejection-noun-1	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-rejection-noun-2	dul:Situation	wn30instances:synset-situation-noun-1	dul:Situation
wn30instances:synset-relatedness-noun-1	dul:Description	wn30instances:synset-connection-noun-1	dul:Relation
wn30instances:synset-relative-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-relative-noun-2	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-relative_quantity-noun-1	dul:Amount	wn30instances:synset-measure-noun-2	dul:Amount
wn30instances:synset-relativity-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-relaxant-noun-1	dul:PhysicalObject	wn30instances:synset-drug-noun-1	dul:FunctionalSubstance
wn30instances:synset-relay-noun-4	dul:Collection	wn30instances:synset-race-noun-2	coll:GeneticCollection
wn30instances:synset-release-noun-3	dul:Process	wn30instances:synset-natural_process-noun-1	dul:Process
wn30instances:synset-release-noun-9	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-relevance-noun-1	dul:Description	wn30instances:synset-connection-noun-1	dul:Relation
wn30instances:synset-reliance-noun-2	d0:Location	wn30instances:synset-dependence-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-relict-noun-1	dul:Organism	wn30instances:synset-organism-noun-1	dul:Organism
wn30instances:synset-relict-noun-2	d0:Location	wn30instances:synset-geological_formation-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature>
wn30instances:synset-relief-noun-2	dul:Situation	wn30instances:synset-comfort-noun-1	dul:Situation
wn30instances:synset-reliever-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-religious_movement-noun-1	dul:Collection	wn30instances:synset-movement-noun-4	dul:Collective
wn30instances:synset-religious_person-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-remake-noun-1	dul:InformationEntity	wn30instances:synset-creation-noun-2	dul:InformationRealization
wn30instances:synset-reminder-noun-1	d0:Topic	wn30instances:synset-message-noun-2	ontopic:Topic
wn30instances:synset-remit-noun-1	d0:Topic	wn30instances:synset-topic-noun-2	ontopic:Topic
wn30instances:synset-renewable_resource-noun-1	dul:PhysicalObject	wn30instances:synset-natural_resource-noun-1	dul:PhysicalObject
wn30instances:synset-renovation-noun-2	dul:Situation	wn30instances:synset-improvement-noun-3	dul:Situation
wn30instances:synset-rental_collection-noun-1	dul:Collection	wn30instances:synset-library-noun-2	dul:Collection
wn30instances:synset-rep-noun-2	dul:PhysicalObject	wn30instances:synset-fabric-noun-1	dul:DesignedArtifact
wn30instances:synset-repeat-noun-1	d0:Event	wn30instances:synset-periodic_event-noun-1	dul:EventType
wn30instances:synset-repeater-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-repechage-noun-1	dul:Collection	wn30instances:synset-race-noun-2	coll:GeneticCollection
wn30instances:synset-repellent-noun-1	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-repellent-noun-2	dul:PhysicalObject	wn30instances:synset-compound-noun-2	dul:ChemicalObject
wn30instances:synset-repercussion-noun-1	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-repetition-noun-2	d0:Event	wn30instances:synset-continuance-noun-1	dul:EventType
wn30instances:synset-repletion-noun-1	dul:Situation	wn30instances:synset-fullness-noun-3	dul:Situation
wn30instances:synset-representation-noun-1	dul:InformationEntity	wn30instances:synset-content-noun-5	coll:InformationCollection
wn30instances:synset-representation-noun-10	d0:Activity	wn30instances:synset-activity-noun-1	dul:Action
wn30instances:synset-representation-noun-2	dul:InformationEntity	wn30instances:synset-creation-noun-2	dul:InformationRealization
wn30instances:synset-representation-noun-9	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-reproductive_cell-noun-1	dul:PhysicalObject	wn30instances:synset-cell-noun-2	dul:BiologicalObject
wn30instances:synset-republic-noun-2	d0:System	wn30instances:synset-political_system-noun-1	dul:System
wn30instances:synset-request-noun-1	d0:Topic	wn30instances:synset-message-noun-2	ontopic:Topic
wn30instances:synset-res_judicata-noun-1	d0:Topic	wn30instances:synset-topic-noun-2	ontopic:Topic
wn30instances:synset-rescuer-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-residence-noun-1	d0:Location	wn30instances:synset-address-noun-2	dul:Place
wn30instances:synset-residency-noun-1	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-residential_district-noun-1	d0:Location	wn30instances:synset-district-noun-1	dul:Place
wn30instances:synset-resistance-noun-11	d0:Activity	wn30instances:synset-group_action-noun-1	dul:Action
wn30instances:synset-resoluteness-noun-1	d0:Characteristic	wn30instances:synset-trait-noun-1	dul:Quality
wn30instances:synset-resort_area-noun-1	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-resource-noun-2	d0:Characteristic	wn30instances:synset-asset-noun-1	dul:Quality
wn30instances:synset-respect-noun-3	d0:CognitiveEntity	wn30instances:synset-attitude-noun-1	conc:InternalRepresentation
wn30instances:synset-respects-noun-1	d0:Topic	wn30instances:synset-message-noun-2	ontopic:Topic
wn30instances:synset-response-noun-1	dul:Situation	wn30instances:synset-consequence-noun-1	dul:Situation
wn30instances:synset-response-noun-7	d0:Characteristic	wn30instances:synset-manner-noun-1	dul:Quality
wn30instances:synset-responsiveness-noun-2	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-rest-noun-2	dul:Situation	wn30instances:synset-inactivity-noun-3	dul:Situation
wn30instances:synset-rest-noun-4	dul:Situation	wn30instances:synset-inaction-noun-1	dul:Situation
wn30instances:synset-rest-noun-5	dul:Situation	wn30instances:synset-death-noun-3	dul:Situation
wn30instances:synset-rester-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-restoration-noun-5	dul:PhysicalObject	wn30instances:synset-artifact-noun-1	dul:PhysicalObject
wn30instances:synset-restrainer-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-restriction-noun-1	dul:Description	wn30instances:synset-rule-noun-1	dul:Norm
wn30instances:synset-restriction_fragment-noun-1	dul:PhysicalObject	wn30instances:synset-fragment-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-restriction_site-noun-1	dul:Situation	wn30instances:synset-site-noun-2	dul:Situation
wn30instances:synset-result-noun-3	d0:Event	wn30instances:synset-ending-noun-4	dul:EventType
wn30instances:synset-resultant-noun-1	d0:Characteristic	wn30instances:synset-degree-noun-2	dul:Parameter
wn30instances:synset-retirement-noun-1	dul:Role	wn30instances:synset-status-noun-1	rol:Status
wn30instances:synset-retreat-noun-2	d0:Location	wn30instances:synset-area-noun-1	dul:Place
wn30instances:synset-retreat-noun-3	dul:InformationEntity	wn30instances:synset-signal-noun-1	dul:InformationRealization
wn30instances:synset-retreated-noun-1	dul:Collection	wn30instances:synset-people-noun-1	coll:AgentCollection
wn30instances:synset-retroversion-noun-1	dul:Situation	wn30instances:synset-abnormality-noun-1	dul:Situation
wn30instances:synset-return-noun-10	d0:Activity	wn30instances:synset-group_action-noun-1	dul:Action
wn30instances:synset-revealed_religion-noun-1	dul:InformationEntity	wn30instances:synset-religion-noun-1	coll:InformationCollection
wn30instances:synset-revenant-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-reverence-noun-2	d0:CognitiveEntity	wn30instances:synset-attitude-noun-1	conc:InternalRepresentation
wn30instances:synset-reverse-noun-1	dul:Description	wn30instances:synset-opposition-noun-2	dul:Relation
wn30instances:synset-reversible_process-noun-1	dul:Process	wn30instances:synset-process-noun-6	dul:Process
wn30instances:synset-revocation-noun-1	dul:Situation	wn30instances:synset-state-noun-2	dul:Situation
wn30instances:synset-revolution-noun-1	d0:Event	wn30instances:synset-change-noun-1	dul:EventType
wn30instances:synset-revolution-noun-2	d0:Activity	wn30instances:synset-group_action-noun-1	dul:Action
wn30instances:synset-revolving_door-noun-1	dul:Collection	wn30instances:synset-social_group-noun-1	dul:Collective
wn30instances:synset-rhumb_line-noun-1	d0:Location	wn30instances:synset-line-noun-11	dul:SpaceRegion
wn30instances:synset-rhythmicity-noun-1	d0:Characteristic	wn30instances:synset-sound_property-noun-1	dul:Quality
wn30instances:synset-ribbon-noun-3	dul:PhysicalObject	wn30instances:synset-strip-noun-2	dul:PhysicalObject
wn30instances:synset-rich_people-noun-1	dul:Collection	wn30instances:synset-people-noun-1	coll:AgentCollection
wn30instances:synset-rich_person-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-ridge-noun-3	d0:Location	wn30instances:synset-geological_formation-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature>
wn30instances:synset-ridge-noun-4	d0:Location	wn30instances:synset-geological_formation-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#GeographicalFeature>
wn30instances:synset-right-hander-noun-2	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-right_field-noun-2	dul:Person	wn30instances:synset-position-noun-9	dul:Person
wn30instances:synset-right_of_action-noun-1	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-right_of_search-noun-1	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-right_of_way-noun-2	dul:Description	wn30instances:synset-right-noun-1	dul:Right
wn30instances:synset-rigor_mortis-noun-1	dul:Situation	wn30instances:synset-physical_condition-noun-1	dul:Situation
wn30instances:synset-rim-noun-1	d0:Location	wn30instances:synset-round_shape-noun-1	dul:SpaceRegion
wn30instances:synset-rim-noun-1	d0:Location	wn30instances:synset-boundary-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-rind-noun-1	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-ring-noun-6	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-rioting-noun-1	dul:Situation	wn30instances:synset-disorder-noun-3	dul:Situation
wn30instances:synset-ripeness-noun-1	dul:Situation	wn30instances:synset-maturity-noun-2	dul:Situation
wn30instances:synset-rise-noun-1	d0:Event	wn30instances:synset-emergence-noun-1	dul:Event
wn30instances:synset-riser-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-riskiness-noun-1	dul:Situation	wn30instances:synset-danger-noun-1	dul:Situation
wn30instances:synset-risklessness-noun-1	dul:Situation	wn30instances:synset-safety-noun-1	dul:Situation
wn30instances:synset-ritual-noun-2	dul:Description	wn30instances:synset-practice-noun-1	dul:Method
wn30instances:synset-ritualism-noun-2	dul:Description	wn30instances:synset-practice-noun-1	dul:Method
wn30instances:synset-river_basin-noun-1	d0:Location	wn30instances:synset-geographical_area-noun-1	dul:Place
wn30instances:synset-riveting_machine-noun-1	dul:PhysicalObject	wn30instances:synset-machine-noun-1	dul:PhysicalAgent
wn30instances:synset-road-noun-1	d0:Location	wn30instances:synset-way-noun-6	dul:PhysicalPlace
wn30instances:synset-road_map-noun-1	d0:Topic	wn30instances:synset-plan-noun-1	dul:Plan
wn30instances:synset-road_map-noun-1	dul:Description	wn30instances:synset-plan-noun-1	dul:Plan
wn30instances:synset-roadkill-noun-1	dul:PhysicalObject	wn30instances:synset-body-noun-3	dul:PhysicalBody
wn30instances:synset-rock-noun-2	dul:PhysicalObject	wn30instances:synset-material-noun-1	dul:FunctionalSubstance
wn30instances:synset-rock_bottom-noun-1	d0:Location	wn30instances:synset-bottom-noun-2	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-roentgenium-noun-1	dul:PhysicalObject	wn30instances:synset-chemical_element-noun-1	dul:ChemicalObject
wn30instances:synset-roller_coaster-noun-2	dul:PhysicalObject	wn30instances:synset-elevated_railway-noun-1	dul:DesignedArtifact
wn30instances:synset-rollover-noun-1	dul:Situation	wn30instances:synset-change-noun-3	dul:Situation
wn30instances:synset-romanticism-noun-3	d0:Characteristic	wn30instances:synset-quality-noun-1	dul:Quality
wn30instances:synset-romper-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-roof-noun-3	dul:PhysicalObject	wn30instances:synset-covering-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-roofing_material-noun-1	dul:PhysicalObject	wn30instances:synset-building_material-noun-1	dul:FunctionalSubstance
wn30instances:synset-room-noun-2	dul:Description	wn30instances:synset-position-noun-7	dul:Relation
wn30instances:synset-room-noun-4	dul:Collection	wn30instances:synset-gathering-noun-1	coll:AgentCollection
wn30instances:synset-root_cellar-noun-1	dul:PhysicalObject	wn30instances:synset-excavation-noun-3	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-root_cellar-noun-1	d0:Location	wn30instances:synset-excavation-noun-3	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#SpatialFeature>
wn30instances:synset-rootage-noun-2	d0:System	wn30instances:synset-system-noun-2	dul:System
wn30instances:synset-roots-noun-1	dul:Situation	wn30instances:synset-condition-noun-3	dul:Situation
wn30instances:synset-rope-noun-1	dul:PhysicalObject	wn30instances:synset-line-noun-18	dul:PhysicalObject
wn30instances:synset-ropewalk-noun-1	d0:Location	wn30instances:synset-workplace-noun-1	dul:Place
wn30instances:synset-rosemaling-noun-1	dul:PhysicalObject	wn30instances:synset-decoration-noun-1	dul:DesignedArtifact
wn30instances:synset-rotational_latency-noun-1	dul:TimeInterval	wn30instances:synset-time_interval-noun-1	dul:TimeInterval
wn30instances:synset-rough-noun-1	d0:Location	wn30instances:synset-site-noun-1	dul:Place
wn30instances:synset-roulette-noun-1	d0:Characteristic	wn30instances:synset-curve-noun-1	dul:Quality
wn30instances:synset-roundhead-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-roundhouse-noun-1	d0:Location	wn30instances:synset-workplace-noun-1	dul:Place
wn30instances:synset-router-noun-3	dul:PhysicalObject	wn30instances:synset-power_tool-noun-1	dul:DesignedArtifact
wn30instances:synset-row-noun-3	dul:PhysicalObject	wn30instances:synset-strip-noun-1	<http://www.ontologydesignpatterns.org/ont/dul/Supplements.owl#DependentPart>
wn30instances:synset-rowdiness-noun-1	dul:Situation	wn30instances:synset-disorder-noun-3	dul:Situation
wn30instances:synset-rub-a-dub-noun-1	d0:Event	wn30instances:synset-sound-noun-4	dul:Event
wn30instances:synset-rudiment-noun-2	dul:PhysicalObject	wn30instances:synset-body_part-noun-1	dul:BiologicalObject
wn30instances:synset-ruff-noun-4	d0:Activity	wn30instances:synset-turn-noun-3	dul:Task
wn30instances:synset-rule_of_law-noun-1	dul:Description	wn30instances:synset-order-noun-3	dul:Method
wn30instances:synset-ruler-noun-1	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-run-noun-8	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-running_away-noun-1	d0:Activity	wn30instances:synset-act-noun-2	dul:Action
wn30instances:synset-running_time-noun-1	dul:TimeInterval	wn30instances:synset-time_period-noun-1	dul:TimeInterval
wn30instances:synset-rurality-noun-1	d0:Characteristic	wn30instances:synset-trait-noun-1	dul:Quality
wn30instances:synset-rush-noun-6	d0:Event	wn30instances:synset-outburst-noun-2	dul:EventType
wn30instances:synset-rusher-noun-3	dul:Person	wn30instances:synset-person-noun-1	dul:Person
wn30instances:synset-rustication-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
wn30instances:synset-rustiness-noun-1	dul:Situation	wn30instances:synset-condition-noun-1	dul:Situation
